"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23061","Login with vggh122324_vmd&7-gjddSA34@ghvwd.edu.bd valid data @positive @smoke","Desktop-Microsoft_Edge","Sat Mar 01 15:51:03 BDT 2025","passed","Sat Mar 01 15:51:26 BDT 2025","LoginFunctionalityTest@regression","ClaypotstoreTest\Login.spec.js","",""
"","1631","Verify Product Page Heading and Product Name,Image,Price,Add to Cart button","Desktop-Microsoft_Edge","Sat Mar 01 15:49:47 BDT 2025","passed","Sat Mar 01 15:49:49 BDT 2025","ProductPageTest@regression","ClaypotstoreTest\ProductShop.spec.js","",""
"","1125","Verify ProductPage URL and Title","Desktop-Microsoft_Edge","Fri Feb 28 21:02:20 BDT 2025","passed","Fri Feb 28 21:02:21 BDT 2025","ProductPageTest@smoke@regression","ClaypotstoreTest\FunctionalTest\ProductShop.spec.js","",""
"","13083","Login with CJ@paolo.edu.bd @negative","Desktop-Microsoft_Edge","Fri Feb 28 20:27:50 BDT 2025","passed","Fri Feb 28 20:28:03 BDT 2025","LoginFunctionalityTest@smoke@regression","ClaypotstoreTest\FunctionalTest\Login.spec.js","",""
"","13158","Register with nolak.kapali@gmail.com Invalid data @negative","Desktop-Microsoft_Edge","Fri Feb 28 20:22:22 BDT 2025","passed","Fri Feb 28 20:22:35 BDT 2025","RegisterFunctionalityTest@smoke@regression","ClaypotstoreTest\FunctionalTest\Register.spec.js","",""
"","9152","Remove Product from Cart","Desktop-Microsoft_Edge","Fri Feb 28 21:07:23 BDT 2025","passed","Fri Feb 28 21:07:32 BDT 2025","Cart_Page_Test@smoke@regression","ClaypotstoreTest\FunctionalTest\Cart.spec.js","",""
"","10607","Verify HomePage Images","Desktop-Microsoft_Edge","Sat Mar 01 17:44:55 BDT 2025","passed","Sat Mar 01 17:45:06 BDT 2025","HomePageTest@regression","ClaypotstoreTest\HomePage.spec.js","",""
"","8873","Validate Header Logo, Title","Desktop-Microsoft_Edge","Sat Mar 01 15:46:08 BDT 2025","passed","Sat Mar 01 15:46:17 BDT 2025","HeaderandFooter@regression","ClaypotstoreTest\HeaderFooter.spec.js","",""
"","42026","verify searching Clay potproduct","Desktop-Microsoft_Edge","Sat Mar 01 15:32:45 BDT 2025","failed","Sat Mar 01 15:33:27 BDT 2025","search_productDisplay@regression","ClaypotstoreTest\Search_ProductDisplay.spec.js","",""
"","13399","Search Product and visit Product Display Page","Desktop-Microsoft_Edge","Sat Mar 01 14:14:46 BDT 2025","passed","Sat Mar 01 14:14:59 BDT 2025","End to End Test @EndToEnd","ClaypotstoreTest\SmokeTest\SmokeTest.spec.js","",""
"","12153","Login with vggh122324_vmd&7-gjddSA34@ghvwd.edu.bd valid data @positive @smoke","Desktop-Microsoft_Edge","Fri Feb 28 20:26:52 BDT 2025","passed","Fri Feb 28 20:27:05 BDT 2025","LoginFunctionalityTest@smoke@regression","ClaypotstoreTest\FunctionalTest\Login.spec.js","",""
"","10474","Register with 43135626@yahoo Invalid data @negative","Desktop-Microsoft_Edge","Fri Feb 28 20:22:35 BDT 2025","passed","Fri Feb 28 20:22:46 BDT 2025","RegisterFunctionalityTest@smoke@regression","ClaypotstoreTest\FunctionalTest\Register.spec.js","",""
"","11926","Register with Invalid data @negative","Desktop-Microsoft_Edge","Fri Feb 28 20:22:46 BDT 2025","passed","Fri Feb 28 20:22:58 BDT 2025","RegisterFunctionalityTest@smoke@regression","ClaypotstoreTest\FunctionalTest\Register.spec.js","",""
"","27759","Register with vggUh12222324_vmd&7-gjddSA34@ghvwd.edu.bd Valid data @positive@smoke","Desktop-Microsoft_Edge","Sat Mar 01 15:50:39 BDT 2025","passed","Sat Mar 01 15:51:06 BDT 2025","RegisterFunctionalityTest@regression","ClaypotstoreTest\Register.spec.js","",""
"","32047","Validate Checkout Page URL,Title and Heading","Desktop-Microsoft_Edge","Sat Mar 01 01:15:17 BDT 2025","passed","Sat Mar 01 01:15:49 BDT 2025","checkoutpage@smoke@regression","ClaypotstoreTest\FunctionalTest\Checkout.spec.js","",""
"","31025","verify searching potproduct","Desktop-Microsoft_Edge","Sat Mar 01 15:31:33 BDT 2025","failed","Sat Mar 01 15:32:04 BDT 2025","search_productDisplay@regression","ClaypotstoreTest\Search_ProductDisplay.spec.js","",""
"","3833","Delete a Product","Desktop-Microsoft_Edge","Sat Mar 01 01:38:45 BDT 2025","passed","Sat Mar 01 01:38:49 BDT 2025","","ClaypotstoreTest\Woocommerce Rest API\Product_API_Test.spec.js","",""
"","37297","Remove Product from Cart","Desktop-Microsoft_Edge","Sat Mar 01 17:44:03 BDT 2025","failed","Sat Mar 01 17:44:40 BDT 2025","Cart_Page_Test@regression","ClaypotstoreTest\Cart.spec.js","",""
"","22971","Register with nolak.kapali@gmail.com Invalid data @negative","Desktop-Microsoft_Edge","Sat Mar 01 15:51:51 BDT 2025","passed","Sat Mar 01 15:52:14 BDT 2025","RegisterFunctionalityTest@regression","ClaypotstoreTest\Register.spec.js","",""
"","5130","Create a Order","Desktop-Microsoft_Edge","Sat Mar 01 01:38:14 BDT 2025","passed","Sat Mar 01 01:38:19 BDT 2025","","ClaypotstoreTest\Woocommerce Rest API\Order_API_Test.spec.js","",""
"","2815","Update a Customer","Desktop-Microsoft_Edge","Sat Mar 01 01:37:58 BDT 2025","failed","Sat Mar 01 01:38:01 BDT 2025","","ClaypotstoreTest\Woocommerce Rest API\Customer_API_Test.spec.js","",""
"","1166","Verify ProductPage URL and Title","Desktop-Microsoft_Edge","Sat Mar 01 15:49:22 BDT 2025","passed","Sat Mar 01 15:49:23 BDT 2025","ProductPageTest@regression","ClaypotstoreTest\ProductShop.spec.js","",""
"","37894","verify searching clay pot 1product","Desktop-Microsoft_Edge","Sat Mar 01 15:34:10 BDT 2025","failed","Sat Mar 01 15:34:48 BDT 2025","search_productDisplay@regression","ClaypotstoreTest\Search_ProductDisplay.spec.js","",""
"","15476","Register with vggUh12222324_vmd&7-gjddSA34@ghvwd.edu.bd Valid data @positive@smoke","Desktop-Microsoft_Edge","Fri Feb 28 20:21:44 BDT 2025","passed","Fri Feb 28 20:21:59 BDT 2025","RegisterFunctionalityTest@smoke@regression","ClaypotstoreTest\FunctionalTest\Register.spec.js","",""
"","41122","verify searching clayproduct","Desktop-Microsoft_Edge","Sat Mar 01 15:30:46 BDT 2025","failed","Sat Mar 01 15:31:28 BDT 2025","search_productDisplay@regression","ClaypotstoreTest\Search_ProductDisplay.spec.js","",""
"","13305","User Login","Desktop-Microsoft_Edge","Sat Mar 01 14:28:02 BDT 2025","passed","Sat Mar 01 14:28:15 BDT 2025","Compatibility_Tablet Test @CompatibilityTablet","ClaypotstoreTest\Compatibility Test\Compatibility_Test_Tablet.spec.js","",""
"","17327","Login with 12SAAAMM*Mcin@yahoo.com valid data @positive @smoke","Desktop-Microsoft_Edge","Fri Feb 28 20:26:35 BDT 2025","passed","Fri Feb 28 20:26:52 BDT 2025","LoginFunctionalityTest@smoke@regression","ClaypotstoreTest\FunctionalTest\Login.spec.js","",""
"","8889","Visit Shop","Desktop-Microsoft_Edge","Sat Mar 01 01:38:03 BDT 2025","passed","Sat Mar 01 01:38:12 BDT 2025","End to End Test @EndToEnd","ClaypotstoreTest\End to End Test\E2E Test.spec.js","",""
"","48494","verify searching clay pot 1 product","Desktop-Microsoft_Edge","Sat Mar 01 15:28:05 BDT 2025","passed","Sat Mar 01 15:28:53 BDT 2025","search_productDisplay@regression","ClaypotstoreTest\Search_ProductDisplay.spec.js","",""
"","2278","Update a Customer","woocommerce-rest-api-tests","Sat Mar 01 17:47:39 BDT 2025","failed","Sat Mar 01 17:47:41 BDT 2025","","Woocommerce Rest API\Customer_API_Test.spec.js","",""
"","35169","verify searching Clay pot 1product","Desktop-Microsoft_Edge","Sat Mar 01 15:30:07 BDT 2025","failed","Sat Mar 01 15:30:42 BDT 2025","search_productDisplay@regression","ClaypotstoreTest\Search_ProductDisplay.spec.js","",""
"","3895","Update a Order","Desktop-Microsoft_Edge","Sat Mar 01 18:02:20 BDT 2025","passed","Sat Mar 01 18:02:23 BDT 2025","","Woocommerce Rest API\Order_API_Test.spec.js","",""
"","36959","verify searching CLAY POTproduct","Desktop-Microsoft_Edge","Sat Mar 01 15:34:53 BDT 2025","failed","Sat Mar 01 15:35:30 BDT 2025","search_productDisplay@regression","ClaypotstoreTest\Search_ProductDisplay.spec.js","",""
"","25671","Shop Button Test with Login","Desktop-Microsoft_Edge","Fri Feb 28 20:31:43 BDT 2025","passed","Fri Feb 28 20:32:08 BDT 2025","HomePageTest@smoke@regression","ClaypotstoreTest\FunctionalTest\HomePage.spec.js","",""
"","8541","Validate Return to Cart Button","Desktop-Microsoft_Edge","Sat Mar 01 17:42:22 BDT 2025","passed","Sat Mar 01 17:42:31 BDT 2025","checkoutpage@regression","ClaypotstoreTest\Checkout.spec.js","",""
"","6509","View Every Customers","Desktop-Microsoft_Edge","Sat Mar 01 01:37:40 BDT 2025","passed","Sat Mar 01 01:37:46 BDT 2025","","ClaypotstoreTest\Woocommerce Rest API\Customer_API_Test.spec.js","",""
"","14972","Login with rink332242 valid data @positive @smoke","Desktop-Microsoft_Edge","Fri Feb 28 20:25:29 BDT 2025","passed","Fri Feb 28 20:25:43 BDT 2025","LoginFunctionalityTest@smoke@regression","ClaypotstoreTest\FunctionalTest\Login.spec.js","",""
"","54319","verify searching pot product","Desktop-Microsoft_Edge","Sat Mar 01 15:24:32 BDT 2025","passed","Sat Mar 01 15:25:26 BDT 2025","search_productDisplay@regression","ClaypotstoreTest\Search_ProductDisplay.spec.js","",""
"","12759","Login with CJ --h---f422@#$@%$$^!$@%^ @negative","Desktop-Microsoft_Edge","Fri Feb 28 20:27:37 BDT 2025","passed","Fri Feb 28 20:27:50 BDT 2025","LoginFunctionalityTest@smoke@regression","ClaypotstoreTest\FunctionalTest\Login.spec.js","",""
"","5085","Create a Product","Desktop-Microsoft_Edge","Sat Mar 01 01:38:37 BDT 2025","passed","Sat Mar 01 01:38:42 BDT 2025","","ClaypotstoreTest\Woocommerce Rest API\Product_API_Test.spec.js","",""
"","18545","Login with vggh122324_vmd7-gjddsa34-1093 valid data @positive @smoke","Desktop-Microsoft_Edge","Fri Feb 28 20:26:01 BDT 2025","passed","Fri Feb 28 20:26:19 BDT 2025","LoginFunctionalityTest@smoke@regression","ClaypotstoreTest\FunctionalTest\Login.spec.js","",""
"","2339","Create a Customer","woocommerce-rest-api-tests","Sat Mar 01 17:47:34 BDT 2025","failed","Sat Mar 01 17:47:37 BDT 2025","","Woocommerce Rest API\Customer_API_Test.spec.js","",""
"","5313","View Single Customer","Desktop-Microsoft_Edge","Sat Mar 01 01:37:46 BDT 2025","passed","Sat Mar 01 01:37:52 BDT 2025","","ClaypotstoreTest\Woocommerce Rest API\Customer_API_Test.spec.js","",""
"","5671","Verify Breadcrumb Links of Product Page","Desktop-Microsoft_Edge","Fri Feb 28 21:02:47 BDT 2025","passed","Fri Feb 28 21:02:53 BDT 2025","ProductPageTest@smoke@regression","ClaypotstoreTest\FunctionalTest\ProductShop.spec.js","",""
"","3975","View Every Customers","Desktop-Microsoft_Edge","Sat Mar 01 18:15:04 BDT 2025","passed","Sat Mar 01 18:15:08 BDT 2025","","Woocommerce Rest API\Customer_API_Test.spec.js","",""
"","2405","View Every Customers","firefox","Sat Mar 01 17:47:43 BDT 2025","passed","Sat Mar 01 17:47:45 BDT 2025","","Woocommerce Rest API\Customer_API_Test.spec.js","",""
"","11593","Visit Cart","Desktop-Microsoft_Edge","Sat Mar 01 14:28:48 BDT 2025","passed","Sat Mar 01 14:29:00 BDT 2025","Compatibility_Tablet Test @CompatibilityTablet","ClaypotstoreTest\Compatibility Test\Compatibility_Test_Tablet.spec.js","",""
"","3226","Update a Product","Desktop-Microsoft_Edge","Sat Mar 01 01:38:42 BDT 2025","passed","Sat Mar 01 01:38:45 BDT 2025","","ClaypotstoreTest\Woocommerce Rest API\Product_API_Test.spec.js","",""
"","20230","Order Checkout","Desktop-Microsoft_Edge","Sat Mar 01 14:15:12 BDT 2025","passed","Sat Mar 01 14:15:32 BDT 2025","End to End Test @EndToEnd","ClaypotstoreTest\SmokeTest\SmokeTest.spec.js","",""
"","55119","verify searching clay pot product","Desktop-Microsoft_Edge","Sat Mar 01 15:27:10 BDT 2025","passed","Sat Mar 01 15:28:05 BDT 2025","search_productDisplay@regression","ClaypotstoreTest\Search_ProductDisplay.spec.js","",""
